"id","device_id","fix","hdop","latitude","longitude","velocity","heart_rate","acc_x","acc_y","acc_z","quat_w","quat_x","quat_y","quat_z","device_date","db_date"
40438,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:11:04.799+00","2021-06-02 12:55:28.099327+00"
40437,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:11:03.799+00","2021-06-02 12:55:27.117959+00"
40436,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:11:02.799+00","2021-06-02 12:55:25.891116+00"
40435,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:11:01.799+00","2021-06-02 12:55:24.894469+00"
40434,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:11:00.799+00","2021-06-02 12:55:23.918898+00"
40433,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:59.799+00","2021-06-02 12:55:22.687524+00"
40432,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:57.799+00","2021-06-02 12:55:21.702394+00"
40431,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:56.799+00","2021-06-02 12:55:20.43231+00"
40430,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:55.799+00","2021-06-02 12:55:19.435421+00"
40429,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:54.799+00","2021-06-02 12:55:18.521232+00"
40428,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:53.799+00","2021-06-02 12:55:17.230389+00"
40427,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:52.799+00","2021-06-02 12:55:16.232751+00"
40426,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:50.799+00","2021-06-02 12:55:14.044458+00"
40425,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:49.799+00","2021-06-02 12:55:13.092015+00"
40424,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:48.799+00","2021-06-02 12:55:11.775616+00"
40423,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:47.799+00","2021-06-02 12:55:10.818671+00"
40422,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:46.799+00","2021-06-02 12:55:09.538314+00"
40421,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:44.799+00","2021-06-02 12:55:08.548269+00"
40420,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:43.799+00","2021-06-02 12:55:07.648181+00"
40419,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:42.799+00","2021-06-02 12:55:06.348387+00"
40418,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:41.799+00","2021-06-02 12:55:05.373257+00"
40417,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:40.799+00","2021-06-02 12:55:04.081119+00"
40416,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:39.799+00","2021-06-02 12:55:03.127134+00"
40415,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:38.799+00","2021-06-02 12:55:02.20447+00"
40414,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:37.799+00","2021-06-02 12:55:00.862126+00"
40413,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:36.799+00","2021-06-02 12:54:59.948492+00"
40412,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:35.799+00","2021-06-02 12:54:58.678433+00"
40411,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:34.799+00","2021-06-02 12:54:57.681393+00"
40410,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:33.799+00","2021-06-02 12:54:56.734955+00"
40409,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:31.799+00","2021-06-02 12:54:55.460923+00"
40408,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:30.799+00","2021-06-02 12:54:54.516449+00"
40407,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:29.799+00","2021-06-02 12:54:53.181964+00"
40406,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:28.799+00","2021-06-02 12:54:52.287255+00"
40405,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:27.799+00","2021-06-02 12:54:51.272202+00"
40404,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:26.799+00","2021-06-02 12:54:50.008682+00"
40403,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:25.799+00","2021-06-02 12:54:49.061496+00"
40402,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:24.799+00","2021-06-02 12:54:48.070719+00"
40401,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:23.799+00","2021-06-02 12:54:46.848601+00"
40400,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:22.799+00","2021-06-02 12:54:45.867884+00"
40399,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:21.799+00","2021-06-02 12:54:44.617057+00"
40398,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:18.799+00","2021-06-02 12:54:42.644768+00"
40397,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:17.799+00","2021-06-02 12:54:41.379991+00"
40396,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:16.799+00","2021-06-02 12:54:40.400199+00"
40395,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:15.799+00","2021-06-02 12:54:39.296774+00"
40394,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:14.799+00","2021-06-02 12:54:38.180913+00"
40393,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:13.799+00","2021-06-02 12:54:37.220443+00"
40392,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:12.799+00","2021-06-02 12:54:35.955125+00"
40391,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:11.799+00","2021-06-02 12:54:34.962833+00"
40390,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:10.799+00","2021-06-02 12:54:33.720989+00"
40389,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:09.799+00","2021-06-02 12:54:32.738383+00"
40388,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:08.799+00","2021-06-02 12:54:31.780723+00"
40387,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:06.799+00","2021-06-02 12:54:30.48576+00"
40386,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:05.799+00","2021-06-02 12:54:29.524021+00"
40385,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:04.799+00","2021-06-02 12:54:28.225964+00"
40384,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:03.799+00","2021-06-02 12:54:27.292738+00"
40383,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:02.799+00","2021-06-02 12:54:26.373018+00"
40382,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:01.799+00","2021-06-02 12:54:25.111154+00"
40381,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:10:00.799+00","2021-06-02 12:54:24.111207+00"
40380,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:59.799+00","2021-06-02 12:54:22.817918+00"
40379,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:58.799+00","2021-06-02 12:54:21.826473+00"
40378,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:57.799+00","2021-06-02 12:54:20.88445+00"
40377,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:56.799+00","2021-06-02 12:54:19.622279+00"
40376,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:55.799+00","2021-06-02 12:54:18.6824+00"
40375,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:53.799+00","2021-06-02 12:54:17.353355+00"
40374,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:52.799+00","2021-06-02 12:54:16.427657+00"
40373,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:51.799+00","2021-06-02 12:54:15.426913+00"
40372,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:50.799+00","2021-06-02 12:54:14.143633+00"
40371,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:49.799+00","2021-06-02 12:54:13.231886+00"
40370,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:48.799+00","2021-06-02 12:54:12.234749+00"
40369,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:47.799+00","2021-06-02 12:54:11.004407+00"
40368,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:45.799+00","2021-06-02 12:54:08.815128+00"
40367,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:44.799+00","2021-06-02 12:54:07.758168+00"
40366,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:43.799+00","2021-06-02 12:54:06.815648+00"
40365,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:41.799+00","2021-06-02 12:54:05.561085+00"
40364,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:40.799+00","2021-06-02 12:54:04.555772+00"
40363,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:39.799+00","2021-06-02 12:54:03.358997+00"
40362,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:38.799+00","2021-06-02 12:54:02.333556+00"
40361,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:37.799+00","2021-06-02 12:54:01.341941+00"
40360,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:36.799+00","2021-06-02 12:54:00.092035+00"
40359,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:35.799+00","2021-06-02 12:53:59.137832+00"
40358,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:34.799+00","2021-06-02 12:53:57.854407+00"
40357,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:32.799+00","2021-06-02 12:53:55.974413+00"
40356,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:31.799+00","2021-06-02 12:53:54.652936+00"
40355,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:30.799+00","2021-06-02 12:53:53.71509+00"
40354,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:28.799+00","2021-06-02 12:53:52.395246+00"
40353,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:27.799+00","2021-06-02 12:53:51.454591+00"
40352,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:26.799+00","2021-06-02 12:53:50.525682+00"
40351,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:25.799+00","2021-06-02 12:53:49.184086+00"
40350,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:24.799+00","2021-06-02 12:53:48.266687+00"
40349,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:23.799+00","2021-06-02 12:53:46.962164+00"
40348,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:21.799+00","2021-06-02 12:53:45.071601+00"
40347,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:20.799+00","2021-06-02 12:53:43.785053+00"
40346,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:19.799+00","2021-06-02 12:53:42.846832+00"
40345,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:18.799+00","2021-06-02 12:53:41.510077+00"
40344,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:16.799+00","2021-06-02 12:53:40.597976+00"
40343,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:15.799+00","2021-06-02 12:53:39.601041+00"
40342,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:14.799+00","2021-06-02 12:53:38.336502+00"
40341,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:13.799+00","2021-06-02 12:53:37.402511+00"
40340,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:11.799+00","2021-06-02 12:53:35.157964+00"
40339,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:10.799+00","2021-06-02 12:53:34.163906+00"
40338,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:09.799+00","2021-06-02 12:53:32.919958+00"
40337,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:08.799+00","2021-06-02 12:53:31.903191+00"
40336,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:07.799+00","2021-06-02 12:53:30.993257+00"
40335,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:06.799+00","2021-06-02 12:53:29.698381+00"
40334,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:05.799+00","2021-06-02 12:53:28.713303+00"
40333,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:03.799+00","2021-06-02 12:53:27.47776+00"
40332,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:02.799+00","2021-06-02 12:53:26.520243+00"
40331,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:01.799+00","2021-06-02 12:53:25.527199+00"
40330,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:09:00.799+00","2021-06-02 12:53:24.336129+00"
40329,2,0,"-1","-1","-1","0",0,"0","0","0","0","0","0","0","2021-06-02 00:08:59.799+00","2021-06-02 12:53:23.29477+00"
